fold,model,inner_mean_mse,outer_c_index,outer_mse,outer_rmse,outer_mae,outer_r2,outer_pearson,n_train_outer,n_test_outer,best_params_json
9,xgb,12.041477800030288,0.6635094715852443,10.388516283714612,3.223122132919355,2.42837056282362,0.3378569910905146,0.5928151041704945,1074,119,"{""xgb_max_depth"": 13, ""xgb_n_estimators"": 738, ""xgb_learning_rate"": 0.035968285607780204, ""xgb_subsample"": 0.8130708430254674, ""xgb_colsample_bytree"": 0.8363819353787776, ""xgb_reg_lambda"": 25.942689180783027, ""xgb_reg_alpha"": 0.002125909380416305}"
9,gbrt,12.443176829990405,0.6655034895314058,10.595253593179448,3.25503511397027,2.4920085159668792,0.324679973275421,0.5845856526720479,1074,119,"{""gbrt_max_depth"": 10, ""gbrt_min_samples_leaf"": 22, ""gbrt_n_estimators"": 615, ""gbrt_learning_rate"": 0.029567527636312856, ""gbrt_subsample"": 0.909732066546683}"
9,extratrees,12.086170197536452,0.6692066657171343,9.929860614149518,3.1511681348588048,2.4474308988483875,0.3670907754736906,0.608520322154464,1074,119,"{""extratrees_max_depth"": 15, ""extratrees_min_samples_split"": 2, ""extratrees_min_samples_leaf"": 1, ""extratrees_n_estimators"": 478, ""extratrees_max_features"": ""log2""}"
9,svr,12.533915476953164,0.6600911551061103,10.985752172760645,3.31447615359662,2.434401653341839,0.29979038390604096,0.56885078944527,1074,119,"{""svr_C"": 21.071770334366843, ""svr_epsilon"": 0.03664495515500678, ""svr_gamma"": 0.07977290466934195}"
9,gpr,12.230949892061238,0.6682096567440535,10.210635546430545,3.195408510101728,2.4285683126040767,0.34919474938011263,0.5950847068234646,1074,119,"{""gpr_alpha"": 0.009992184733621083, ""gpr_length_scale"": 1.1184494243118344, ""gpr_constant"": 1.7061158402168048}"
9,knn,12.309927763769167,0.6613730237857856,10.177569425071727,3.190230309095525,2.4600397752514174,0.3513023170530648,0.600044600557081,1074,119,"{""knn_n_neighbors"": 71, ""knn_weights"": ""distance"", ""knn_p"": 1}"
9,rf,12.898681606837126,0.6485543369890329,10.681162425222615,3.268204771005424,2.701343613098721,0.31920431813974626,0.580042000538762,1074,119,"{""rf_max_depth"": 17, ""rf_min_samples_split"": 2, ""rf_min_samples_leaf"": 1, ""rf_n_estimators"": 660, ""rf_max_features"": ""log2""}"
10,xgb,11.878933358890071,0.6656218834591823,10.221047440723197,3.1970372911061262,2.360481807953281,0.2993684630165666,0.5572906339338006,1074,119,"{""xgb_max_depth"": 13, ""xgb_n_estimators"": 559, ""xgb_learning_rate"": 0.05177624239584535, ""xgb_subsample"": 0.8194705426962616, ""xgb_colsample_bytree"": 0.6814490735494437, ""xgb_reg_lambda"": 21.46322053210165, ""xgb_reg_alpha"": 0.007835425096310217}"
10,gbrt,12.563198055526922,0.6684712922068671,10.895302631206404,3.300803331191727,2.4457251704988634,0.2531496725093305,0.5311186420014083,1074,119,"{""gbrt_max_depth"": 9, ""gbrt_min_samples_leaf"": 16, ""gbrt_n_estimators"": 592, ""gbrt_learning_rate"": 0.02661092048256063, ""gbrt_subsample"": 0.8146196976339355}"
10,extratrees,11.9984698248161,0.6553640119675167,10.536343106274774,3.2459733680784835,2.486307887925686,0.2777556011214666,0.5422328936076328,1074,119,"{""extratrees_max_depth"": 24, ""extratrees_min_samples_split"": 2, ""extratrees_min_samples_leaf"": 1, ""extratrees_n_estimators"": 329, ""extratrees_max_features"": ""sqrt""}"
10,svr,12.663603829753804,0.6647670608348768,10.762994670533736,3.280700332327495,2.368929663070145,0.26221910794428405,0.5331939039511516,1074,119,"{""svr_C"": 23.023700725382586, ""svr_epsilon"": 0.06119999661492818, ""svr_gamma"": 0.07972752912129821}"
10,gpr,12.074945398128317,0.6704658783302465,10.371189369973578,3.2204331028564432,2.4300208306309066,0.2890765461395123,0.5443726223152484,1074,119,"{""gpr_alpha"": 3.481511444392075e-05, ""gpr_length_scale"": 1.1429262076873785, ""gpr_constant"": 2.2067343343106227}"
10,knn,12.160205228678333,0.6770195184499216,10.264736567789521,3.2038627573273986,2.426651104375884,0.29637366425220657,0.5578012193691125,1074,119,"{""knn_n_neighbors"": 80, ""knn_weights"": ""distance"", ""knn_p"": 1}"
10,rf,12.880390599349193,0.64439378828893,11.194933160263375,3.345883016523945,2.686520171096598,0.23261062312932967,0.49753145605162075,1074,119,"{""rf_max_depth"": 20, ""rf_min_samples_split"": 2, ""rf_min_samples_leaf"": 1, ""rf_n_estimators"": 381, ""rf_max_features"": ""log2""}"
