Net,PSNR,Params,Generation
"[5, 7, 3, 7, 2, 0, 5, 7, 0, 7, 0, 6, 3, 2, 0, 1, 0, 6, 7, 0, 1, 0, 1, 5, 7, 0, 1, 3]",31.088125,296960.0,1
"[4, 7, 1, 6, 5, 6, 6, 5, 7, 4, 7, 0, 7, 2, 5, 3, 7, 7, 0, 2, 6, 6, 5, 5, 5, 4, 5, 5]",30.173725,112464.0,1
"[4, 3, 0, 7, 1, 2, 2, 0, 4, 5, 7, 7, 7, 1, 1, 0, 4, 0, 4, 4, 5, 6, 2, 0, 7, 2, 5, 4]",30.786002,30480.0,1
"[4, 3, 6, 0, 7, 7, 7, 6, 5, 6, 2, 6, 0, 6, 3, 1, 4, 2, 1, 3, 3, 7, 0, 3, 2, 1, 4, 2]",31.178417,137296.0,1
"[1, 4, 1, 1, 0, 0, 0, 7, 6, 7, 7, 6, 0, 3, 4, 2, 4, 4, 7, 0, 1, 1, 4, 5, 4, 6, 5, 0]",30.594366,45024.0,1
"[4, 7, 2, 6, 4, 1, 3, 0, 2, 1, 4, 7, 3, 7, 1, 4, 2, 5, 5, 1, 3, 5, 6, 5, 0, 4, 4, 2]",30.774056,54112.0,1
"[5, 4, 7, 4, 0, 3, 5, 7, 4, 1, 3, 4, 2, 5, 7, 6, 2, 2, 0, 7, 6, 2, 3, 6, 0, 6, 5, 6]",31.045614,506784.0,1
"[0, 3, 0, 4, 7, 0, 0, 6, 3, 2, 3, 4, 2, 5, 7, 6, 2, 2, 0, 7, 6, 7, 1, 1, 2, 3, 5, 0]",31.246624,138480.0,1
"[0, 3, 0, 4, 6, 0, 7, 6, 3, 2, 3, 4, 2, 5, 7, 6, 2, 2, 0, 7, 1, 7, 1, 1, 2, 3, 5, 0]",31.005487,139568.0,1
"[4, 7, 2, 3, 1, 5, 3, 0, 2, 1, 4, 7, 3, 7, 1, 4, 2, 5, 5, 1, 3, 4, 6, 5, 0, 4, 3, 2]",30.351638,51408.0,1
"[4, 0, 4, 1, 6, 0, 2, 6, 2, 0, 3, 4, 3, 3, 3, 4, 2, 5, 5, 7, 1, 6, 6, 4, 5, 0, 3, 1]",30.89465,54000.0,1
