Net,PSNR,Params,Generation
"[4, 4, 3, 5, 2, 2, 2, 5, 2, 5, 2, 2, 0, 2, 7, 5, 1, 2, 3, 2, 1, 4, 6, 4, 7, 0, 2, 0]",30.206429,119072.0,1
"[0, 2, 1, 3, 3, 6, 0, 6, 1, 7, 4, 1, 4, 2, 5, 4, 6, 0, 2, 6, 0, 5, 5, 0, 1, 7, 5, 4]",30.903247,33632.0,1
"[4, 4, 3, 0, 1, 1, 4, 1, 2, 3, 3, 6, 2, 0, 6, 4, 5, 0, 6, 2, 2, 4, 5, 4, 0, 5, 6, 5]",28.996252,96336.0,1
"[4, 0, 1, 1, 6, 1, 4, 4, 4, 7, 5, 1, 1, 3, 6, 2, 6, 1, 6, 3, 5, 5, 3, 6, 6, 1, 0, 2]",29.63092,72336.0,1
"[3, 7, 1, 2, 1, 2, 4, 2, 7, 7, 2, 7, 3, 5, 1, 3, 2, 7, 4, 7, 5, 6, 6, 3, 3, 4, 4, 3]",29.512666,3071968.0,1
"[5, 7, 5, 2, 6, 4, 5, 5, 3, 6, 2, 6, 7, 1, 4, 2, 6, 1, 4, 3, 5, 3, 2, 4, 1, 3, 3, 1]",30.72792,578112.0,1
"[4, 1, 1, 3, 7, 0, 7, 0, 4, 1, 6, 5, 5, 6, 5, 6, 0, 0, 4, 0, 1, 5, 4, 6, 2, 4, 7, 2]",30.48092,33888.0,1
"[0, 3, 0, 7, 6, 7, 5, 3, 0, 4, 4, 5, 0, 3, 3, 4, 7, 5, 0, 7, 7, 7, 6, 5, 5, 5, 1, 2]",30.871771,62848.0,1
"[1, 2, 6, 6, 6, 3, 0, 5, 0, 2, 2, 7, 5, 4, 3, 3, 3, 7, 0, 7, 6, 7, 5, 6, 2, 6, 3, 4]",29.9688,520992.0,1
"[0, 2, 0, 5, 3, 2, 3, 3, 2, 5, 0, 3, 7, 1, 2, 0, 7, 7, 3, 4, 2, 4, 1, 0, 0, 0, 3, 4]",31.481016,111488.0,1
"[4, 1, 5, 0, 0, 6, 4, 0, 1, 3, 6, 4, 6, 2, 0, 5, 2, 4, 5, 0, 7, 2, 2, 4, 2, 6, 6, 1]",30.265733,73520.0,1
"[5, 7, 5, 0, 7, 6, 3, 2, 4, 4, 0, 1, 4, 5, 4, 1, 0, 5, 1, 2, 5, 4, 5, 1, 5, 4, 6, 0]",31.382533,95456.0,1
"[0, 2, 4, 7, 5, 3, 7, 3, 3, 5, 6, 5, 0, 6, 0, 3, 4, 1, 0, 4, 6, 3, 4, 6, 7, 6, 0, 1]",30.349325,147360.0,1
"[6, 1, 1, 3, 0, 4, 7, 5, 5, 2, 1, 6, 3, 2, 5, 7, 3, 3, 7, 3, 1, 2, 2, 3, 4, 2, 0, 3]",29.039118,1190928.0,1
"[0, 2, 2, 3, 0, 1, 1, 4, 6, 7, 3, 1, 0, 3, 2, 0, 7, 5, 7, 1, 1, 6, 1, 3, 4, 4, 6, 7]",30.663482,66336.0,1
"[6, 0, 0, 5, 2, 3, 6, 1, 0, 6, 0, 0, 5, 4, 3, 1, 4, 2, 1, 3, 2, 3, 6, 5, 0, 1, 1, 4]",31.302471,650784.0,1
"[2, 2, 5, 1, 4, 1, 1, 1, 3, 0, 4, 7, 3, 2, 7, 5, 0, 1, 2, 0, 5, 7, 4, 0, 0, 5, 0, 5]",29.557938,578736.0,1
"[5, 7, 5, 2, 6, 4, 5, 5, 3, 6, 2, 6, 7, 1, 4, 2, 2, 0, 6, 7, 3, 3, 0, 2, 3, 2, 4, 1]",30.251474,537152.0,1
